PE,Company,Primary Industry Sector,Year Founded,Revenue,Gross Profit,Net Income,EBITDA,EBIT,Total Debt,Fiscal Year,Valuation/Ebitda,Valuation/EBIT,Valuation/Net Income,Valuation/Revenue,Valuation / Cash Flow,Deal Size/EBITDA,Deal Size/EBIT,Deal Size/Net Income,Deal Size/Revenue,Deal Size/Cash Flow,EBITDA Margin %,Employees,Total Invested Equity,CEO Pbid,CEO,Deal Date,Deal Size,Deal Year
0,Amphastar Pharmaceuticals,Healthcare,1996,222.59,79.91,7.86,26.69,13.23,41.50,2014,11.39,22.96,38.65,1.37,-150.12,2.10,4.23,7.12,0.25,-27.67,11.99%,,32.48,41138-29P,lack Zhang,Jun-14,56.00,2014
0,Minerva Neurosciences,Healthcare,2007,0.00,,-24.92,-22.82,-22.82,3.39,2014,-4.81,-4.81,-4.40,,-109.46,-1.43,-1.43,-1.31,,-32.66,,,32.73,64855-90P,Rogerio Vivaldi Coelho,Jul-14,32.73,2014
0,Control4,Healthcare,2008,0.00,,-28.77,-20.74,-21.30,12.36,2014,-5.58,-5.44,-4.02,,-15.65,1.74,-1.69,-1.25,,-4.87,,,32.76,15761-53P,Julia Gregory,Sep-14,36.00,2014
0,Avenue Therapeutics,Healthcare,2015,0.00,,-2.79,-2.14,-2.14,5.98,2017,-24.78,-24.78,-19.01,,-4420.73,-15.41,-15.41,-11.82,,-2750.00,,,33.00,4.3114-78P,Lucy Lu,Jun-17,33.00,2017
0,Stemline Therapeutics,Healthcare,2003,0.00,,-6.27,-6.17,,2.01,2012,-11.29,-11.29,-11.09,,-18.30,-5.38,-5.38,-5.29,,-8.72,,,33.18,40546-45P,Ivan Bergstein,Jan-13,33.18,2013
0,Xenon Pharmaceuticals,Healthcare,1996,29.08,,,14.46,13.76,0.00,2014,8.45,8.89,20.01,4.20,-17.73,2.49,2.62,5.89,1.24,-5.22,49.74%,,33.48,51791-59P,Simon Pimstone,Nov-14,36.00,2014
0,Outlook Therapeutic,Healthcare,2010,3.78,,-53.08,-45.21,-47.78,14.68,2016,-3.03,-2.86,-2.58,36.20,56.62,-0.77,-0.73,-0.66,9.26,14.48,1196.15%,89,35.00,97095-97P,Pankaj Mohan,May-16,35.00,2016
0,Taiwan Liposome Company,Healthcare,1997,7.72,,-3.20,-2.21,-3.13,2.85,2012,-110.92,-78.38,-76.45,31.74,62.33,-15.85,-11.20,-10.92,4.53,8.90,-28.61%,,35.00,77469-58P,Keelung Hong,Oct-12,35.00,2012
0,TRACON Pharmaceuticals,Healthcare,2004,3.60,,-7.11,-6.13,-6.14,8.93,2014,-19.74,-19.69,-17.02,33.61,3.70,-5.88,-5.86,-5.07,10.01,1.10,-170.29%,,36.00,.36901-72P,Charles Theuer,Jan-15,36.00,2015
0,Fate Therapeutics,Healthcare,2007,,,-19.31,-18.71,-19.31,25.70,2013,-6.14,-5.95,-5.95,71.21,8.44,-2.14,-2.07,-2.07,24.78,2.94,1159.11%,33,37.75,43715-62P,Christian Weyer,Oct-13,40.00,2013
0,Krystal Biotech,Healthcare,2017,0.00,,-2.20,-2.12,-2.12,0.00,2017,-45.55,-45.44,-43.79,,34.34,-18.71,-18.66,-17.98,,14.10,,,39.60,4.39.22-29P,Krish Krishnan,Sep-17,39.60,2017
0,SteadyMed Therapeutics,Healthcare,2005,0.00,,-22.16,-18.51,-18.72,0.78,2014,-5.83,-5.77,-4.87,,26.35,-2.16,-2.13,-1.80,,9.76,,,39.95,38683-99P,Jonathan Rigby,Mar-15,39.95,2015
0,Tactile Medical,Healthcare,1995,71.41,52.74,-0.06,5.37,4.51,,2016,31.02,36.88,-2729.35,2.33,104.78,7.45,8.86,-655.74,0.56,25.17,7.52%,275,40.00,.39937-06P,Gerald Mattys,Jul-16,40.00,2016
0,AcelRx Pharmaceuticals,Healthcare,2005,0.00,,-14.34,-11.71,-12.19,12.01,2010,-8.27,-7.95,-6.75,,-23.65,-3.42,-3.28,-2.79,,-9.77,,,40.00,.36684-19P,Richard King,Feb-11,40.00,2011
0,CareDx,Healthcare,1998,24.36,14.96,-1.82,-0.61,-1.08,18.85,2014,-188.45,-106.74,-63.61,4.75,34.16,-65.15,-36.90,-21.99,1.64,11.81,-2.52%,,40.00,,,Jul-14,40.00,2014
0,Pacira BioSciences,Healthcare,2006,14.56,2.29,-27.15,-19.26,-23.34,25.05,2010,-6.26,-5.17,-4.44,8.28,6.33,-2.18,-1.80,-1.55,2.88,2.20,-132.30%,,42.00,1.3621-15P,David Stack,Feb-11,42.00,2011
0,Zynerba Pharmaceuticals,Healthcare,2004,0.63,,-7.04,-7.03,-7.04,0.00,2015,-17.40,-17.37,-17.37,194.14,22.10,-5.98,-5.97,-5.97,66.68,7.59,-1115.52%,,42.00,4.2415-66P,Armando Anido,Aug-15,42.00,2015
0,FUJIFILM Cellular Dynamics,Healthcare,2004,9.38,6.60,-22.03,-20.64,-22.00,11.75,2013,-9.15,-8.58,-8.57,20.13,26.22,-2.24,-2.10,-2.09,4.92,6.41,-220.12%,,42.92,3.5498-53P,Robert Palay,Jul-13,46.15,2013
0,Neoleukin Therapeutics,Healthcare,2003,0.00,,-21.15,-8.69,-8.69,2.29,2013,-12.71,-12.71,-5.22,,12.11,-5.32,-5.32,-2.18,,5.07,,,42.97,.294163-66P,Kinshuk M,Mar-14,46.20,2014
0,LipoScience,Healthcare,1994,54.80,44.74,0.25,3.06,1.78,20.71,2012,40.89,70.34,508.13,2.28,10.17,14.72,25.32,182.93,0.82,3.66,5.58%,204,45.00,.38190-34P,Richard Brajer,Jan-13,45.00,2013
0,Chemocentryx,Healthcare,1997,31.67,,-4.62,-3.53,-4.28,11.92,2011,-99.84,-82.28,-76.36,11.13,12.55,-12.74,-10.50,-9.75,1.42,1.60,-11.15%,,45.00,3.8926-45P,Thomas Schall,Feb-12,45.00,2012
0,Marinus Pharmaceuticals,Healthcare,2003,0.00,,-12.43,-8.18,-8.19,2.00,2014,-13.48,-13.46,-8.87,,-20.22,-5.50,-5.50,-3.62,,-8.25,,,45.00,50931-37P,Christopher Cashman,Jul-14,45.00,2014
0,Regulus Therapeutics,Healthcare,2007,12.83,,-12.55,-11.22,-12.22,17.56,2012,-12.17,-11.17,-10.88,10.64,20.05,-4.01,-3.68,-3.59,,,-87.50%,,45.00,13206-43P,Kleanthis Xanthopoul...,Oct-12,45.00,2012
0,Novan,Healthcare,2006,0.00,,-46.41,-44.11,-44.84,5.15,2016,-3.82,-3.76,-3.63,,-13.67,-1.02,-1.01,-0.97,,-3.66,,,45.10,.38924-38P,Nathan Stasko,Sep-16,45.10,2016
0,HTG Molecular Diagnostics,Healthcare,1997,3.53,0.07,-19.11,-13.58,-14.11,13.95,2015,-6.94,-6.68,-4.93,26.74,-20.93,-3.68,-3.54,-2.62,14.17,-11.09,-385.02%,,46.48,.36766-oop,Timothy Johnson,May-15,49.98,2015
0,Proteostasis Therapeutics,Healthcare,2006,4.31,,-23.31,-24.17,-2.44,,2015,-6.33,-6.26,-6.56,3.45,30.27,-2.07,-2.05,-2.15,11.60,9.90,-560.51%,,46.50,.3811.2-04P,Meenu Chhabra,Feb-16,50.00,2016
0,Sesen Bio,Healthcare,2010,1.33,,-21.88,-16.19,-16.62,4.52,2013,-9.51,-9.26,-7.03,115.40,2565.62,-3.09,-3.01,-2.28,37.48,833.33,-1213.42%,,46.50,36529-21P,Abbie Celniker,Feb-14,50.00,2014
0,Eagle Pharmaceuticals,Healthcare,2007,17.69,5.89,-10.97,-5.79,-5.90,0.00,2014,-36.08,-35.39,-19.03,11.80,40.03,-8.68,-8.52,4.58,2.84,9.63,-32.71%,,46.73,44121-07P,Scott Tarriff,Feb-14,50.25,2014
0,Axsome Therapeutics,Healthcare,2012,0.00,,-10.33,-10.05,-10.05,0.00,2015,-17.14,-17.14,-16.67,,53.07,-5.07,-5.07,-4.93,,15.71,,,47.43,101073-97?,Herriot Tabuteau,Nov-15,51.00,2015
0,Aegerion Pharmaceuticals,Healthcare,2005,0.00,,-15.22,-110.27,-110.29,25.03,2010,-14.21,-1418.00,-10.52,,-43.39,-4.21,-4.21,-3.12,,-12.87,,,47.50,44510-68P,Marc Beer,Oct-10,47.50,2010
0,Adamas Pharmaceuticals,Healthcare,2000,40.69,,7.27,18.85,18.77,0.00,2014,13.94,14.00,36.16,6.46,12.37,2.55,2.56,,1.18,2.26,46.32%,,48.00,3.8717-1IP,Gregory Went,Apr-14,48.00,2014
0,Invuity,Healthcare,2004,15.39,9.70,-24.98,-22.82,-23.49,14.38,2015,-6.68,-6.49,-6.10,9.90,12.81,-2.10,-2.04,-1.92,3.12,4.03,-148.27%,,48.00,41737-96P,Philip Sawyer,Jun-15,48.00,2015
0,Corium International,Healthcare,1996,46.30,10.69,-10.38,1.28,1.20,68.12,2014,109.77,-117.25,-13.57,3.04,-42.55,40.50,-43.26,-5.01,1.12,-15.70,2.77%,,48.36,3.9070-oop,Peter Staple,Apr-14,52.00,2014
0,Radius Health,Healthcare,2003,0.00,,-93.68,-64.73,-64.76,10.16,2014,-3.58,-3.57,-2.47,,14.33,-0.80,-0.80,-0.56,,3.22,,,48.36,58096-27P,Robert Ward,Jun-14,52.00,2014
0,Horizon Therapeutics,Healthcare,2008,3.85,-2.23,-45.35,-35.98,-39.69,37.10,2011,-4.88,-4.43,-3.88,45.70,-21.64,-1.38,-1.25,-1.09,12.87,-6.09,-935.49%,,49.50,38950-30P,Timothy Walbert,Jul-11,49.50,2011
0,Hyperion Therapeutics,Healthcare,2006,0.00,,-34.43,-44.42,-44.46,40.51,2012,-3.57,-3.56,-4.60,,-39.69,-1.13,-1.12,1.45,,-12.53,,14,50.00,36047-17P,Donald Santel,Jul-12,50.00,2012
0,NuPathe,Healthcare,2005,0.00,,-21.54,-15.13,-15.18,13.28,2010,-9.61,-9.58,-6.75,,22.27,-3.30,-3.29,-2.32,,7.65,,22,50.00,3.6217-90P,lane Hollingsworth,Aug-10,50.00,2010
0,Trius Therapeutics,Healthcare,2004,6.29,,-17.46,,,20.17,2010,,,-6.74,18.71,32.51,,,-2.86,7.95,13.80,,37,50.00,13987-99P,Jeffrey Stein,Jul-10,50.00,2010
0,Aeglea BioTherapeutics,Healthcare,2013,6.94,,-13.37,-13.32,-13.42,0.00,2016,-9.71,-9.63,-9.67,18.62,-6.54,-3.75,-3.73,-3.74,7.20,-2.53,-191.82%,,50.00,13979-17P,David Lowe,Apr-16,50.00,2016
0,Applied Genetic Technologies,Healthcare,1999,1.27,,-10.85,-10.53,-10.85,0.00,2014,-15.27,-14.82,-14.82,126.97,95.57,4.75,-4.61,-4.61,3.45,29.73,-831.60%,,50.00,.39676-60P,Susan Washer,Mar-14,50.00,2014
0,Fulgent Genetics,Healthcare,2011,13.22,6.86,-16.79,-10.44,-11.25,,2016,,,,,,-4.79,-4.44,-2.98,3.78,3.18,-79.01%,,50.00,118650-16P,Ming Hsieh,Sep-16,50.00,2016
0,Supernus Pharmaceuticals,Healthcare,2005,,,52.16,-45.42,-46.31,29.10,2012,-2.63,-2.58,2.29,118.26,-24.03,-1.10,-1.08,0.96,49.46,-10.05,-4492.38%,,50.00,.36226-63P,lack Khattar,May-12,50.00,2012
0,Syros Pharmaceuticals,Healthcare,2011,0.00,,-47.81,-40.72,-41.76,0.30,2016,-6.99,-6.81,-5.95,,-268.15,1.23,1.20,-1.05,,-47.13,,,50.00,48427-48P,Nancy Simonian,Jun-16,50.00,2016
0,Clearside Biomedical,Healthcare,2011,,,-19.33,-19.27,-19.33,6.04,2016,-7.12,-7.09,-7.09,271.58,12.07,-2.62,-2.61,-2.61,99.80,4.43,-3815.64%,,50.40,39791-80P,Daniel White,Jun-16,50.40,2016
0,Atara Biotherapeutics,Healthcare,2012,0.00,,-21.03,-20.97,-2098.00,0.00,2014,-10.18,-1017.00,-10.15,,21.32,-2.62,-2.62,-2.61,,5.49,,,51.15,.33580-27P,Isaac Ciechanover,Oct-14,55.00,2014
0,Cara Therapeutics,Healthcare,2004,11.96,,-3.07,-3.20,-3.99,,2013,-74.99,-60.17,-78.21,20.08,21.38,-15.96,-12.81,-16.65,4.28,4.55,-26.78%,,51.15,3.8541-79P,Derek Chalmers,Jan-14,51.15,2014
0,CoLucid Pharmaceuticals,Healthcare,2005,0.00,,-9.34,-4.57,-4.57,0.00,2015,-33.13,-33.13,-16.21,,4.43,-12.04,-12.04,-5.89,,,,,51.15,.361.22-76P,Thomas Mathers,May-15,55.00,2015
0,Vitae Pharmaceuticals,Healthcare,2001,22.88,,-0.31,1.20,,7.51,2014,115.62,137.71,-443.56,6.07,190.04,45.76,54.50,-175.55,2.40,75.21,5.25%,,51.15,3.6181-oop,Jeffrey Hatfield,Sep-14,55.00,2014
0,Tabula Rasa Healthcare,Healthcare,2009,80.29,24.04,-11.17,8.17,4.04,43.43,2016,22.76,45.99,-16.65,2.32,113.00,,12.76,-4.62,0.64,31.35,10.18%,,51.60,3.6899-74p,Calvin Knowlton,Sep-16,51.60,2016
0,OrthoPediatrics,Healthcare,2006,43.36,32.02,-13.67,-3.19,-5.44,27.60,2017,-49.01,-28.77,,,,,,,,56.34,-7.37%,60,52.00,47577-70P,Mark Throdahl,Oct-17,52.00,2017
0,GlycoMimetics,Healthcare,2003,3.99,,-10.61,-10.47,-10.61,,2013,-13.41,-13.24,-13.24,35.18,-9.32,-5.35,-5.28,-5.28,14.03,-3.72,-262.32%,,52.08,.36056-26P,Rachel King,Jan-14,56.00,2014
0,Altamira Therapeutics,Healthcare,2003,0.00,,-20.76,-20.40,-20.46,0.00,2014,-8.31,-8.28,-8.16,,-23.85,-2.76,-2.76,-2.72,,-7.94,,,52.45,3.9710-71P,Thomas Meyer,Aug-14,56.40,2014
0,Kindred Biosciences,Healthcare,2012,0.00,,-1.95,-1.95,-1.95,0.00,2013,-54.00,-53.97,-54.03,,9.58,-26.91,-26.90,-26.93,,4.78,,,52.50,44047-18P,Richard Chin,Dec-13,52.50,2013
0,Syndax,Healthcare,2005,0.63,,-103.84,-22.68,-22.70,2.98,2015,-9.19,-9.18,-2.01,332.49,15.83,-2.33,-2.33,-0.51,84.21,4.01,-3617.86%,16,52.80,73398-97P,Briggs Morrison,Mar-16,52.80,2016
0,Celator Pharmaceuticals,Healthcare,2000,0.00,,-2.45,-17.52,-17.86,0.00,2013,-4.63,-4.54,-3.96,,2.76,-3.02,-2.96,-2.58,,1.80,,,52.91,.35364-97P,Scott Jackson,Sep-13,52.91,2013
0,T2 Biosystems,Healthcare,2006,0.15,,-32.87,-24.28,-24.88,4.18,2014,-8.70,-8.49,-6.42,1446.35,-8.55,-2.36,-2.30,-1.74,391.78,-2.32,-16629.45%,68,53.20,3.6206-74P,lohn McDonough,Aug-14,57.20,2014
0,Greenway Health (Acquired),Healthcare,1998,105.78,57.09,32.52,,3.04,0.00,2012,50.52,91.63,8.56,2.63,-26.03,12.09,21.94,2.05,0.63,-6.23,5.21%,530,53.89,54229-87P,Wyche Green,Feb-12,66.67,2012
0,NanoString Technologies,Healthcare,2003,24.15,11.56,-29.44,-18.37,-20.30,12.84,2013,-7.94,-7.19,-4.96,6.04,-73.38,-2.94,-2.66,1.83,2.24,-27.15,-76.08%,138,54.00,3.5980-93P,R. Gray,Jun-13,54.00,2013
0,Complete Genomics,Healthcare,2005,6.21,-13.82,-58.21,,,4.78,2010,,,-3.99,37.41,-16.28,,,-0.93,8.70,-3.78,,159,54.00,.35117-83P,Clifford Reid,Nov-10,54.00,2010
0,MyoKardia,Healthcare,2012,14.20,,-23.05,-16.46,-17.41,0.00,2015,-15.94,-15.08,-11.38,18.48,17.93,-3.30,-3.12,-2.36,3.83,3.71,-115.94%,,54.38,55708-57P,Tassos Gianakakos,Oct-15,54.38,2015
0,Aclaris Therapeutics,Healthcare,2012,0.00,,-2.45,-18.39,-18.45,,2015,-110.61,-110.57,-9.95,,32.69,-2.99,-2.98,-2.56,,8.42,,,55.00,.35658-46P,Neal Walker,Oct-15,55.00,2015
0,Agile Therapeutics,Healthcare,1997,0.00,,-8.89,-11.01,-11.02,14.90,2014,-10.13,-10.12,-12.55,,-11.45,-4.99,-4.99,-6.19,,-5.65,,,55.00,,,May-14,55.00,2014
0,Intersect ENT,Healthcare,2003,27.31,18.63,-17.52,-16.35,-16.89,,2014,-15.13,-14.65,-14.13,9.06,-26.61,-3.36,-3.26,-3.14,2.01,-5.91,-59.88%,,55.00,3.5594-11P,Lisa Earnhardt,Jul-14,55.00,2014
0,Verastem,Healthcare,2010,0.00,,-13.71,-13.61,-13.70,0.00,2011,-14.86,-14.77,-14.75,,11.65,-4.04,-4.02,4.01,,3.17,,,55.00,13457-35P,Christoph Westphal,Jan-12,55.00,2012
0,Astria Therapeutics,Healthcare,2008,0.00,,-23.91,-23.32,-23.56,9.66,2015,-8.73,-8.65,-8.52,,-129.48,-2.57,-2.55,-2.51,,-38.14,,,55.80,.35696-08P,Jill Milne,Jun-15,60.00,2015
0,Enanta Pharmaceuticals,Healthcare,1996,68.82,,-0.78,46.54,46.38,1.98,2013,5.06,5.08,-303.75,3.42,23.37,1.20,1.21,-72.16,0.81,5.55,67.62%,39,56.00,40866-85P,lay Luly,Mar-13,56.00,2013
0,Calyxt,Healthcare,2010,0.46,,-13.29,-12.70,-13.24,0.00,2017,-16.76,-16.07,-16.02,467.69,-21.80,-4.41,-4.23,-4.21,123.08,-5.74,-2790.33%,,56.00,165813-31P,Federico Tripodi,Jul-17,56.00,2017
0,KemPharm,Healthcare,2006,0.00,,-28.52,-25.21,-25.29,18.53,2015,-5.87,-5.86,-5.19,,16.07,-2.22,-2.21,-1.96,,6.08,,,56.00,65703.-43P,Travis Mickle,Apr-15,56.00,2015
0,Zogenix,Healthcare,2006,14.64,5.81,-77.57,-109.76,-109.76,23.58,2010,-1.22,1.22,1.73,9.17,-10.24,-0.51,-0.51,-0.72,3.83,-4.27,-749.84%,,56.00,38989-09P,Roger Hawley,Nov-10,56.00,2010
0,Aileron Therapeutics,Healthcare,2001,0.00,,-18.83,-18.63,-18.82,0.00,2017,-11.84,-11.73,-11.72,,41.49,-3.02,-2.99,-2.99,,10.58,,15,56.25,39360-52P,Joseph Yanchik,Jun-17,56.25,2017
0,Inogen,Healthcare,2001,75.44,38.99,0.21,12.94,4.40,10.65,2013,22.31,65.66,1368.64,3.83,-181.51,5.45,16.05,334.54,0.94,-44.37,17.15%,,56.47,38546-38P,Raymond Huggenber...,Feb-14,70.59,2014
0,Proteon Therapeutics,Healthcare,2001,2.95,,-20.20,-11.39,-11.42,0.00,2014,-13.16,-13.13,-7.42,50.86,-41.41,-5.36,-5.35,-3.03,20.73,-16.87,-386.53%,,56.82,3.9695-14p,Timothy Noyes,Oct-14,61.10,2014
0,Epocrates,Healthcare,1998,103.99,72.26,,13.51,,0.00,2010,26.38,39.13,3155.03,3.43,-14.31,6.35,9.41,758.94,0.82,-3.44,12.99%,292,57.19,52.145-65P,Rosemary Crane,Feb-11,85.76,2011
0,Urogen Pharma,Healthcare,2004,17.55,17.50,-4.24,-1.66,-1.88,0.00,2017,-93.70,-82.70,-36.67,8.87,45.36,-35.01,-30.90,-13.70,,16.95,-9.46%,29,58.15,4.2351-76P,Ron Bentsur,May-17,58.15,2017
0,Zymeworks,Healthcare,2003,10.98,,-47.02,-44.32,-45.83,4.53,2017,-7.31,-7.07,-6.89,29.52,-5.99,1.32,1.28,1.24,5.33,-1.08,-403.76%,135,58.50,3.8763-64P,Ali Tehrani,Apr-17,58.50,2017
0,Anacor Pharmaceuticals,Healthcare,2002,31.06,,-6.49,-1.17,-1.91,9.09,2010,-114.13,-69.78,-20.51,4.28,10.31,-51.46,-31.46,-9.25,1.93,4.65,-3.75%,60,60.00,.20771-83P,David Perry,Nov-10,60.00,2010
0,Ardelyx,Healthcare,2007,30.92,,-9.16,-8.57,-9.06,0.00,2014,-29.22,-27.64,-27.32,8.10,55.49,-7.00,-6.62,-6.55,1.94,13.30,-27.71%,,60.00,1.3681-oop,Michael Raab,Jun-14,60.00,2014
0,Bellerophon Therapeutics,Healthcare,2013,,,-59.67,-59.36,-59.75,0.00,2014,-2.61,-2.59,-2.60,,9.21,-1.01,-1.00,-1101.00,,3.57,,,60.00,4708.2-52P,Jonathan Peacock,Feb-15,60.00,2015
0,Immune Design,Healthcare,2008,1.24,1.00,-23.75,-23.44,-23.75,0.00,2014,-8.07,-7.97,-7.97,152.36,14.36,-2.56,-2.53,-2.53,48.31,4.55,-1887.60%,,60.00,3.5661-70P,Carlos Paya,Jul-14,60.00,2014
0,Sorrento Tech,Healthcare,2009,3.46,-2.43,-29.60,-29.08,-31.66,9.80,2014,-7.28,-6.68,-7.15,61.10,1602.87,-2.06,-1.90,-2.03,17.33,-454.55,-839.62%,,60.00,3.1533-49P,Paul Thomas,Jul-14,60.00,2014
0,Trevena,Healthcare,2007,0.13,,-23.59,-2.44,-23.10,0.00,2013,-8.04,7.80,-7.64,1334.57,5.77,-2.89,-2.80,-2.75,479.70,2.07,-16591.93%,,60.22,3.6075-97P,Maxine Gowen,Jan-14,64.75,2014
0,Reata Pharmaceuticals,Healthcare,2002,49.83,,-3.07,-0.04,-1.51,,2016,-5911.98,-156.19,-77.13,4.75,-6.37,1512.50,-39.96,-19.73,1.21,-1.63,-0.08%,,60.50,3.8628-1op,Warren Huff,May-16,60.50,2016
0,Conatus Pharmaceuticals,Healthcare,2005,0.00,,-5.02,-11.94,-11.95,1.98,2013,-14.35,-14.34,-34.13,,1315.17,-5.53,-5.52,-13.15,,506.63,,,61.38,35471-62P,Steven Mento,Jul-13,66.00,2013
0,FivePrime Therapeutics,Healthcare,2001,12.31,,-26.99,-25.38,-27.06,0.00,2013,-8.20,-7.69,-7.71,16.91,-36.07,-2.46,-2.31,-2.31,5.07,-10.81,-206.16%,,62.40,.38488-78P,Lewis Williams,Sep-13,62.40,2013
0,Omthera Pharmaceuticals,Healthcare,2008,0.00,,-33.99,-20.06,-20.07,17.60,2013,-9.74,-9.73,-5.75,,18.62,-3.19,-3.19,-1.88,,6.10,,,64.00,3.6735-76P,Gerald Wisler,Apr-13,64.00,2013
0,Flexion Therapeutics,Healthcare,2007,0.00,,-18.19,-17.89,-17.97,5.05,2013,-10.71,-10.67,-10.54,,57.17,-3.63,-3.62,-3.57,,19.39,,16,65.00,3.9137-77P,Michael Clayman,Feb-14,65.00,2014
0,Ocular Therapeutix,Healthcare,2006,0.12,,-20.45,-19.49,-19.95,14.68,2014,-13.72,-13.40,-13.08,2156.48,-52.58,-3.34,-3.26,-3.18,524.19,-12.78,-15716.13%,58,65.00,3.6299-98P,Amarpreet Sawhney,Jul-14,65.00,2014
0,Ceres,Healthcare,1996,6.65,4.45,-37.97,-35.65,-37.60,20.32,2012,-8.56,-8.12,-8.04,45.90,-28.01,-1.82,1.73,1.71,9.78,-5.96,-536.22%,88,65.00,37200-34P,Richard Hamilton,Feb-12,65.00,2012
0,Veracyte,Healthcare,2008,19.50,7.77,-24.52,-23.50,-24.39,4.86,2013,-11.61,-11.19,-11.13,13.99,22.77,-2.77,-2.66,-2.65,3.33,5.42,-120.48%,99,65.00,3.5536-24P,Bonnie Anderson,Oct-13,65.00,2013
0,Ambit Biosciences,Healthcare,2000,18.99,,-26.97,-25.21,-25.90,3.08,2013,-5.62,-5.47,-5.25,7.46,-122.16,-2.58,-2.51,-2.41,3.42,-56.03,-132.76%,,65.00,3.9359-80P,Michael Martino,May-13,65.00,2013
0,Avinger,Healthcare,2007,11.21,4.70,-31.96,-2.45,-25.94,28.71,2014,-5.43,-5.13,-4.16,11.86,1399.87,-2.65,-2.51,-2.03,5.80,684.21,-218.36%,,65.00,16473.-70P,Jeffrey Soinski,Jan-15,65.00,2015
1,Lantheus Medical Imaging,Healthcare,1956,303.09,131.23,-1.90,65.00,42.84,407.35,2015,2.71,4.11,-92.67,0.58,12.29,1.00,1.52,-34.19,0.21,4.53,21.45%,,65.00,46286-47P,Jeffrey Bailey,Jun-15,65.00,2015
0,Humanigen,Healthcare,2000,6.10,,-23.51,-23.06,-23.37,9.83,2012,-8.37,-8.26,-8.21,31.65,25.37,-3.03,-3.00,-2.98,11.48,9.20,-378.24%,,65.10,3.9037-96P,David Pritchard,Jan-13,70.00,2013
0,Athenex,Healthcare,2003,20.50,2.09,-118.08,-112.00,-114.42,6.86,2017,-5.43,-5.31,-5.15,29.64,-49.65,-0.59,-0.58,-0.56,3.22,-5.39,-546.26%,437,66.00,43831-99P,Johnson Lau,Jun-17,66.00,2017
0,Dimension Therapeutics,Healthcare,2013,6.80,,-30.69,-29.96,-30.56,1.48,2015,-10.79,-10.58,-10.54,47.54,6.52,-2.39,-2.34,-2.33,10.51,1.44,-440.37%,,66.50,98570-62P,Annalisa Jenkins,Oct-15,71.50,2015
0,Aerie Pharmaceuticals,Healthcare,2005,0.00,,-25.08,-21.40,-2.45,14.43,2013,-10.37,-10.33,-8.86,,143.45,-3.14,-3.13,-2.68,,43.41,,,67.20,40736-71P,Vicente Amdo,Oct-13,67.20,2013
0,Durata Therapeutics,Healthcare,2009,0.00,,-46.60,-48.34,-48.34,0.00,2012,-3.21,-3.21,-3.33,,39.05,-1.40,-1.40,-1.45,,16.99,,22,67.50,1669.2-22P,Paul Edick,Jul-12,67.50,2012
0,Voyager Therapeutics,Healthcare,2013,12.40,,-34.67,-26.71,-27.25,0.00,2015,-13.48,-13.21,-10.39,29.05,5.98,-2.62,-2.57,-2.02,5.65,1.16,-215.44%,,67.70,3.56.22-03P,Steve Paul,Nov-15,70.00,2015
0,Receptos,Healthcare,2007,8.81,,-23.46,-20.85,-21.41,0.00,2013,-11.82,-11.51,-10.51,27.98,-121.41,-3.49,-3.40,-3.10,8.26,-35.86,-236.69%,35,68.29,3.8921-59P,Faheem Hasnaln,May-13,72.80,2013
0,Loxo Oncology,Healthcare,2013,0.00,,-20.71,-20.69,-20.69,0.00,2014,-10.02,-10.02,-10.01,,7.16,-3.31,-3.31,-3.30,,2.36,,,68.40,41646-70P,Joshua Bilenker,Aug-14,68.40,2014
0,Collegium Pharmaceutical,Healthcare,2002,0.00,,-21.56,-17.27,-17.46,7.90,2015,-13.69,-13.55,-10.97,,5.89,-4.03,-3.99,-3.23,,1.73,,,69.60,40279-96P,Michael Heffernan,May-15,69.60,2015
0,Tetraphase Pharmaceuticals,Healthcare,2006,7.60,,-15.09,-13.71,-14.07,11.52,2012,-10.14,-9.89,-9.22,18.30,-10.40,-5.47,-5.33,-4.97,9.87,-5.61,-180.43%,33,69.75,36659-26P,Guy Macdonald,Mar-13,75.00,2013
0,Imprivata,Healthcare,2002,76.30,54.89,-16.01,-8.18,-10.71,1.50,2014,-41.85,-31.94,-21.37,4.49,-29.77,,-7.00,-4.68,0.98,-6.52,-10.72%,258,69.75,36621-46P,Omar Hussain,Jun-14,75.00,2014
0,Esperion Therapeutics (Pharmaceuticals),Healthcare,2008,0.00,,-13.53,-11.34,-11.48,0.00,2013,-17.99,-17.78,-15.08,,-205.48,-6.17,-6.10,-5.17,,-70.47,,,70.00,1.2287-44p,Timothy Mayleben,Jun-13,70.00,2013
0,Selecta Biosciences,Healthcare,2007,7.07,,-35.05,-24.81,-25.84,11.84,2016,-10.10,-9.70,-7.15,35.47,38.00,-2.82,-2.71,-2.00,,10.62,-351.15%,,70.00,3.6588-52P,Werner Cautreels,Jun-16,70.00,2016
0,Xencor,Healthcare,1997,10.85,,85.10,-57.27,-57.81,,2013,-2.83,-2.80,1.90,14.91,51.72,-1.22,1.21,0.82,6.45,22.38,-527.67%,,70.02,39347-65P,Bassil Dahiyat,Dec-13,70.02,2013
