PE,Company,Primary Industry Sector,Year Founded,Revenue,Gross Profit,Net Income,EBITDA,EBIT,Total Debt,Fiscal Year,Valuation/Ebitda,Valuation/EBIT,Valuation/Net Income,Valuation/Revenue,Valuation / Cash Flow,Deal Size/EBITDA,Deal Size/EBIT,Deal Size/Net Income,Deal Size/Revenue,Deal Size/Cash Flow,EBITDA Margin %,Employees,Total Invested Equity,CEO Pbid,CEO,Deal Date,Deal Size,Deal Year
0,Entellus Medical,Healthcare,2006,48.82,38.07,-6.93,-4.64,-5.25,20,2014,-64.7,-57.09,-43.29,6.14,-70.99,-16.82,-14.85,-11.26,1.6,-18.46,-9.50%,,72.78,3.0391-84P,Brian Farley,15-Jan,78,2015
0,Urogen Pharma,Healthcare,2004,17.55,17.5,-4.24,-1.66,-1.88,0,2017,-93.7,-82.7,-36.67,8.87,45.36,-35.01,-30.9,-13.7,,16.95,-9.46%,29,58.15,4.2351-76P,Ron Bentsur,17-May,58.15,2017
0,Rocket Fuel,Business Products and Services (B2B),2008,159.58,71.95,-19.78,-14.18,-19.2,21.85,2013,-66.45,-49.08,-47.63,,-118.95,-8.18,-6.04,-5.86,0.73,-14.64,-8.89%,,107.88,.35441-20P,George John,13-Sep,116,2013
0,TrueCar,Information Technology,2005,152.85,137.59,-25.95,-13.49,-24.45,4.89,2014,-47.38,-26.15,-24.63,4.18,23.01,-5.19,-2.86,-2.7,0.46,2.52,-8.83%,,69.97,35767-54P,Scott Painter,14-May,69.97,2014
0,Sientra,Healthcare,2003,41.87,31.34,-5.69,-3.65,-3.92,25.3,2014,-58.08,-54.13,-37.31,5.07,28.75,-20.52,-19.12,-13.18,1.79,10.16,-8.73%,,75,40727-71P,Hani Zeini,14-Oct,75,2014
0,Zeltiq Aesthetics,Healthcare,2005,61.74,36.23,-12.51,-5.34,-6.09,0.64,2011,-79.69,-69.92,-34.03,6.9,-55.29,-17.03,-14.94,-7.27,1.47,-11.82,-8.66%,,87.01,1.3830-94P,Gordon Nye,11-Oct,91,2011
0,Varonis Systems,Information Technology,2005,74.62,68.14,-7.47,-6.36,-7.15,0,2013,-82.46,-73.29,-70.15,7.03,-108.41,-16.61,-14.76,-14.13,1.42,-21.83,-8.52%,573,105.6,41031-46P,Yaki Faitelson,14-Feb,105.6,2014
0,GrowGeneration,Consumer Products and Services (B2C),2008,6.74,1.96,-0.62,-0.57,-0.61,0.17,2016,-10.61,-9.84,-9.75,0.89,166.57,-8.46,-7.85,-7.77,0.71,132.73,-8.43%,,,13450.2-85P,Darren Lampert,16-Oct,4.81,2016
0,Etsy,Consumer Products and Services (B2C),2005,213.6,134.65,-51.37,-17.53,-35.2,57.23,2015,-101.29,-50.44,-34.56,,53.79,-15.21,-7.58,-5.19,1.25,8.08,-8.21%,580,199.47,3.3814-90P,Robert Kalin,15-Apr,266.67,2015
0,MaxPoint Interactive,Information Technology,2006,106.46,53.64,-12.99,-8.6,-11.67,44.13,2014,-34.18,-25.19,-22.64,2.76,70.61,-8.69,-6.4,-5.75,0.7,17.95,-8.08%,,69.52,35389-09P,Joseph Epperson,15-Mar,74.75,2015
0,Codexis,Healthcare,2002,89.2,71.16,-15.56,-7.2,-13.82,6.66,2010,-61.34,-31.95,-28.38,4.95,-26.85,-10.83,-5.64,-5.01,0.87,4.74,-8.07%,29,78,36485-56P,Alan Shaw,10-Apr,78,2010
0,Twitter,Information Technology,2006,534.46,343.48,-142.56,-38.52,-137.19,160.48,2013,-367.68,-103.23,-99.34,26.5,-356.59,-47.25,-13.27,-12.77,3.41,-45.83,-7.21%,,1820,.35900-65P,Richard Costolo,13-Nov,1820,2013
0,Splunk,Information Technology,2003,120.96,109.36,-10.99,-8.6,-10.72,2.29,2012,-182.91,-146.74,-143.1,13,132.61,-26.69,-21.41,-20.88,1.9,19.35,-7.11%,,212.62,38494-45P,Godfrey Sullivan,12-Apr,229.5,2012
0,Eloqua,Information Technology,1999,84.67,59.71,44.37,-5.7,-7.62,1.88,2012,-64.61,-48.34,8.3,4.35,-113.19,-16.13,-12.07,2.07,1.09,-28.26,-6.73%,368,80.5,,,12-Aug,92,2012
0,The Joint,Healthcare,1999,6.71,4.46,-0.46,-0.45,-0.61,,2014,-132.35,-97.38,-128.4,8.88,-37.79,-43.29,-31.85,-42,2.9,-12.36,-6.71%,,18.14,81077-23P,John Richards,14-Nov,19.5,2014
0,Advanced Accelerator Applications,Information Technology,2002,98.63,77.1,-20.95,-6.61,-2.45,26.09,2015,-93.4,-28.73,-2.45,6.26,168.44,-13.87,-4.27,-4.37,0.93,25.01,-6.70%,,65.9,54761-95P,Stefano Buono,15-Nov,91.65,2015
0,LDR Holding,Healthcare,2000,104.58,87.96,-15.26,-6.98,-10.77,53.25,2013,-48.72,-31.54,-22.28,3.25,212.15,-10.75,-6.96,-4.92,0.72,46.82,-6.67%,,75,4.2107-68P,Christophe Lavigne,13-Oct,75,2013
0,Roku,Consumer Products and Services (B2C),2002,436.11,147.19,-33.73,-28.26,-33.29,22.81,2017,-46.94,-39.84,-3.33,3.04,40.77,-7.76,-6.59,-6.5,0.5,6.74,-6.48%,,126,38497-96P,Anthony Wood,17-Sep,219.35,2017
0,AmpliTech Group,Information Technology,2002,0.99,0.39,-0.19,-0.06,-0.12,0.64,2012,-79.83,-42.95,-25.91,5.04,-189.96,-18.31,-9.85,-5.94,1.16,-43.57,-6.31%,,1.15,10289.2-.22P,Fawad Maqbool,13-Feb,1.15,2013
0,Natera,Healthcare,2004,188.68,94.62,-28.26,-11.67,-17.48,27.77,2015,-74.71,-49.86,-30.85,4.62,19.56,-15.43,-10.3,-6.37,0.95,4.04,-6.18%,,180,3.9797-29P,Matthew Rabinowltz,15-Jul,180,2015
0,Adesto Technologies,Information Technology,2006,41.8,17.29,-6.5,-2.51,-5.33,14.29,2015,-32.3,-15.19,-12.46,1.94,-107.43,-9.97,-4.69,-3.85,0.6,-33.16,-6.00%,84,25,38889-73P,Narbeh Derhacobian,15-Oct,25,2015
0,Fusion-io,Information Technology,2006,136.44,70.84,-13.83,-7.96,-11.67,5,2011,-185.77,-126.68,-106.9,10.84,127.86,-29.37,-20.03,-16.9,1.71,20.21,-5.83%,395,204.36,3.26.22-39P,David Flynn,11-Jun,233.7,2011
0,Telaria,Business Products and Services (B2B),2005,112.68,49.29,-12.68,-6.17,-12.19,6.02,2013,-80.08,-40.55,-38.99,4.39,-66.14,-12.15,-6.15,-5.92,0.67,-10.04,-5.48%,,75,3.8717-02P,William Day,13-Jun,75,2013
0,Redfin,Consumer Products and Services (B2C),2002,312.65,95.54,-245.08,-16.65,-23.55,0.53,2017,-71.64,-50.66,-4.87,3.82,-567.31,-8.31,-5.88,-0.56,0.44,-65.84,-5.33%,2427,138.47,35897-68P,Glenn Kelman,17-Jul,13.45,2017
0,Wayfair,Consumer Products and Services (B2C),2002,1205.67,283.41,-100.97,-61.68,-79.86,0,2014,-38.91,-30.05,-23.77,1.99,-255.07,-5.17,-3.99,-3.16,0.26,-33.9,-5.12%,,304.5,38084-32P,Niraj Shah,14-Oct,319,2014
0,Magnite,Information Technology,2007,90.25,73.86,-17.45,-3.96,-12.71,4.05,2014,-131.4,-40.95,-29.85,5.77,56.87,-25.63,-7.99,-5.82,1.13,11.09,-4.39%,,81.25,48866-95P,Frank Addante,14-Apr,101.56,2014
0,USD Partners,Business Products and Services (B2B),2014,31.7,8.38,,1.35,-2.81,97.85,2014,-128.71,-61.75,,5.48,10.99,-114.93,-55.14,,4.89,,-4.26%,,155.04,79846-66P,Dan Borgen,14-Oct,155.04,2014
0,Epizyme,Healthcare,2007,48.45,,-8.45,-2,-2.88,0,2013,-207.43,-143.93,-49.07,8.56,7.7,-38.58,-26.77,-9.13,1.59,1.43,-4.13%,,77.13,3.55.33-75P,Robert Gould,13-May,77.13,2013
1,ProPetro Holding,Energy,2005,436.92,-10.76,-53.15,-17.19,-60.73,176.33,2016,-67.63,-19.14,-21.87,2.66,11.71,-20.36,-5.76,-6.59,0.8,3.53,-3.93%,642,185.5,40845-52P,Dale Redman,17-Mar,350,2017
0,Model N,Information Technology,1999,88.54,45.45,-6.33,-3.47,-5.44,5.28,2013,-95.68,-61.05,-52.48,3.75,-34.93,-30.08,-19.19,-16.5,1.18,-10.98,-3.92%,600,93,3.2575-06P,Zack Rinat,13-Mar,104.47,2013
0,ExactTarget,Information Technology,2000,207.49,137.3,-35.43,-8.01,-24.64,23.25,2011,-152.86,-49.72,-34.57,5.9,32.36,-20.15,-6.56,-4.56,0.78,4.27,-3.86%,,161.5,3695041p,Scott Dorsey,12-Mar,161.5,2012
0,Altair Engineering,Information Technology,1985,326.31,220.12,-33.16,-12.35,-22.92,92.09,2017,-63.58,-34.25,-23.67,2.41,-313.16,-12.63,-6.81,-4.7,0.48,-62.23,-3.78%,,104.85,3.2571-28P,James Scapa,17-Nov,156,2017
0,Anacor Pharmaceuticals,Healthcare,2002,31.06,,-6.49,-1.17,-1.91,9.09,2010,-114.13,-69.78,-20.51,4.28,10.31,-51.46,-31.46,-9.25,1.93,4.65,-3.75%,60,60,.20771-83P,David Perry,10-Nov,60,2010
0,Xoom.,Financial Services,2001,80.02,53.24,-5.85,-2.94,-4.43,40,2012,-173.39,-114.92,-87.02,6.37,-160.65,-34.45,-22.83,-17.29,1.26,-31.91,-3.67%,150,77.69,.357.22-68P,John Kunze,13-Feb,101.2,2013
1,K2M,Healthcare,2004,164.74,110.88,-49.28,-6.02,-43.6,57.85,2014,-92.47,-12.76,-11.29,3.38,-171.64,-22,-3.04,-2.69,0.8,-40.84,-3.65%,,132.38,30989-62P,Eric Major,14-May,132.38,2014
0,pSemi,Information Technology,1990,142.38,45.28,-10.45,-5.18,-9.14,12.38,2012,-68.2,-38.62,-33.78,2.48,12.69,-14.87,-8.42,-7.36,0.54,2.77,-3.64%,,69.54,4.2449-23P,lames Cable,12-Aug,77,2012
0,ChannelAdvisor,Information Technology,2001,56.34,40.89,-6.81,-2.02,-5.14,12.98,2013,-141.95,-55.77,-42.07,5.09,617.68,-39.87,-15.66,-11.82,1.43,173.49,-3.58%,3,80.5,36085-51P,Scot Wingo,13-May,80.5,2013
0,Calix,Information Technology,1999,232.95,76.64,-26.19,-8.05,-19.17,20,2009,-58.62,-24.61,-18.02,2.03,54.82,-10.22,-4.29,-3.14,0.35,9.56,-3.46%,,54.17,3.9390-40P,Carl Russo,10-Mar,82.28,2010
0,Covisint,Information Technology,2000,94.22,44.01,-10.45,-3.13,-10.35,,2014,-116.23,-35.17,-34.84,3.86,261.52,-20.43,-6.18,-6.12,0.68,45.98,-3.32%,,64,1.36396-99P,David McGuffie,13-Sep,64,2013
0,Barracuda Networks,Information Technology,2003,217.97,167.68,-10.12,-5.85,-14.93,4.98,2014,-153.77,-60.3,-88.95,4.13,-8.1,-14.64,-5.74,-8.47,0.39,-0.77,-2.69%,,70.06,46036-54P,BJ Jenkins,13-Nov,85.7,2013
0,CareDx,Healthcare,1998,24.36,14.96,-1.82,-0.61,-1.08,18.85,2014,-188.45,-106.74,-63.61,4.75,34.16,-65.15,-36.9,-21.99,1.64,11.81,-2.52%,,40,,,14-Jul,40,2014
0,Quotient Technology,Business Products and Services (B2B),1998,167.89,115.81,-11.25,-3.44,-10.3,23.08,2013,-340.62,-113.71,-104.07,6.97,-60.28,-48.88,-16.32,-14.93,1,-8.65,-2.05%,,168,.38048-23P,Steven Boal,14-Mar,168,2014
0,Primo Water,Consumer Products and Services (B2C),2004,39.79,8.4,-18.15,-0.72,-4.9,25.08,2010,-316.63,-46.61,-12.58,5.74,-3215.3,-201.11,-29.6,-7.99,3.64,-2042.25,-1.81%,75,145,3587473p,Billy Prim,10-Nov,145,2010
0,Pandora Media,Consumer Products and Services (B2C),2000,167.21,84.32,-15.22,-2.69,-4.77,7.43,2012,-949.35,-536,-167.94,15.28,133.34,-87.27,-49.28,-15.44,1.41,12.26,-1.61%,,89.29,3.5209-99P,loe Kennedy,11-Jun,234.94,2011
0,Western Refining Logistics,Energy,2005,3476.08,82.32,,-49.41,-64.89,,2013,-10.16,-7.73,,0.14,501842,-6.12,-4.66,,0.09,302500,-1.42%,,302.5,80270-20P,Jeff Stevens,13-Oct,302.5,2013
0,Infoblox,Information Technology,1999,151.92,119.14,-8.03,1.37,-7.03,,2012,-512.01,-100.09,-87.62,4.63,50.01,-87.27,-17.06,-14.93,0.79,8.52,-0.91%,,91.91,35791-93P,Robert Thomas,12-Apr,120,2012
0,Diplomat Pharmacy,Healthcare,1975,201487,124.5,-25.8,-9.1,-15.58,9641,2014,-72.05,-42.09,-25.42,0.33,41.54,-19.04,-11.12,-6.72,0.09,10.98,-0.45%,,121.23,69741-46P,Phil Hagerman,14-Oct,173.33,2014
0,FAT Brands,Consumer Products and Services (B2C),2017,2.17,,-0.61,-0.01,-0.01,0,2017,-60000,-60000,-195.44,55.22,,-12000,-12000,-39.09,11.04,,-0.09%,30,24,17037.2-26P,Andrew Wiederhorn,17-Oct,24,2017
0,Reata Pharmaceuticals,Healthcare,2002,49.83,,-3.07,-0.04,-1.51,,2016,-5911.98,-156.19,-77.13,4.75,-6.37,1512.5,-39.96,-19.73,1.21,-1.63,-0.08%,,60.5,3.8628-1op,Warren Huff,16-May,60.5,2016
0,Rapid7,Information Technology,2000,91.63,68,-92.64,-25.23,-29.7,17.15,2015,-23.97,-20.35,-6.53,6.6,34.33,-4.09,-3.47,-1.11,1.13,5.86,0,690,95.98,44186-50P,Corey Thomas,20-Apr,103.2,2020
0,Millennial Media,Business Products and Services (B2B),2006,103.68,40.08,-5.31,,-0.75,0,2011,139081.5,-1294.64,-183.38,9.39,-88.11,18942.86,-176.33,-24.98,1.28,-12,0.01%,222,111.23,.36095-68P,Paul Palmerl,12-Mar,132.6,2012
0,Tableau Software,Information Technology,2003,143.07,130.82,-4.95,0.06,-4.38,,2013,31838.39,-406.88,-360.26,12.46,243.04,4539.29,-58.01,-51.36,1.78,34.65,0.04%,834,155,3564.2-80P,Christian Chabot,13-May,254.2,2013
0,Vocera Communications,Information Technology,2000,79.5,48,-2.48,0.13,-1.88,8.33,2011,2655.31,-185.12,-140.32,4.38,55.6,714.5,-49.81,-37.76,1.18,14.96,0.16%,,74.4,45503.-02P,Brent Lang,12-Mar,93.6,2012
0,Peak Resorts,Business Products and Services (B2B),1997,105.82,56.84,-0.78,25.88,16.68,177.37,2015,4.86,7.55,-160.72,1.19,205.62,3.48,5.4,-114.94,0.85,147.06,0.24%,,90,,,14-Nov,90,2014
0,Qualys,Information Technology,2006,116.99,58.11,-1.5,0.28,-0.86,6.56,2016,1873.2,-610.59,-349.66,4.48,-140.88,382.86,-124.8,-71.47,0.92,-28.79,0.24%,,107.2,4095.3-34P,Sam Heidarl,16-Oct,107.2,2016
0,Acceleron Pharma,Healthcare,2003,49.33,,-30.65,,-0.74,20.36,2013,2355.99,-535.17,-12.99,8.07,-13.96,495.27,-112.5,-2.73,1.7,-2.93,0.34%,,77.84,.363.22-31P,Kevin Mclaughlin,13-Sep,83.7,2013
1,JP Energy Partners,Energy,2010,1294.41,116.66,,5.41,-37.68,197.2,2014,67.35,-9.67,,0.28,72.08,50.84,-7.3,,0.21,54.41,0.42%,,275,,,14-Oct,275,2014
0,Borderfree,Business Products and Services (B2B),1999,110.46,35.39,-0.65,0.56,1.73,0.05,2013,872.32,-282.52,-745.61,441,30.24,143.11,-46.35,-1.22,0.72,4.96,0.51%,158,80,,,14-Mar,80,2014
0,ContraFect,Consumer Products and Services (B2C),2003,118.38,56.75,-2.06,0.7,-1.55,3.79,2013,502.14,-227.92,-171.86,2.99,180.36,90.91,-41.26,-31.11,0.54,32.65,0.59%,148,64,,,13-Aug,64,2013
0,GCP Applied Technologies,Consumer Products and Services (B2C),1908,131037,12460,638,801,801,8566,2010,61.8,61.8,77.59,0.38,23.58,25.12,25.12,31.54,0.15,9.59,0.61%,,4350.14,1.2989-98P,Daniel Akerson,10-Nov,20124.14,2010
0,Penumbra,Healthcare,2004,149.13,98.79,-1.13,1.26,0.1,0,2015,713.51,9485.89,-800.32,6.04,-49.17,95.01,1263.16,-106.57,0.8,-6.55,0.85%,,120,46158-67P,Adam Elsesser,15-Sep,120,2015
0,Sprague Resources,Energy,1869,4709.66,146.45,,51.36,31.27,470.12,2013,3.53,5.8,,0.04,-7.9,2.98,489,,0.03,-6.67,1.09%,,153,3.9989-62P,Michael Milligan,13-Oct,153,2013
0,Stitch Fix,Consumer Products and Services (B2C),2011,1036.7,453.36,-6.82,14.87,6.4,0,2018,96.28,223.59,-209.79,1.38,552.36,8.07,18.75,-17.59,0.12,46.31,1.43%,,120,4.39.22-20P,Katrina Lake,17-Nov,120,2017
0,Zulily,Consumer Products and Services (B2C),2009,567.16,159.61,-38.2,8.59,3.29,0,2013,312.73,815.75,-70.3,4.73,37.86,2.45,76.85,-6.62,0.45,3.57,1.51%,,140.31,35679-97P,Darrell Cavens,13-Nov,253,2013
0,Zillow Group,Consumer Products and Services (B2C),2004,44.91,37.79,-2,-0.7,-6.77,,2011,-768.86,-79.45,-269.64,11.98,44.5,-106.77,-11.03,-37.44,1.66,6.18,1.56%,,74.74,36803-80P,Spencer Rascoff,11-Jul,74.74,2011
0,Aquantia,Information Technology,2004,98.29,56.96,-4.22,1.89,-2.38,15.78,2017,154.32,-121.97,-68.93,2.96,-15.24,32.55,-25.73,-14.54,0.62,-3.21,1.92%,245,61.36,36077-32P,Faraj Aalaei,17-Nov,61.36,2017
1,Performance Food Group,Business Products and Services (B2B),1885,15501.3,1880,62.1,310.9,191.6,1497.2,2016,6.09,9.88,30.49,0.12,485.5,0.89,1.44,4.44,0.02,70.64,2.01%,,242.77,12052-45P,George Holm,15-Oct,275.5,2015
0,Impinj,Information Technology,2000,90.91,47.35,-13.05,2.09,-0.52,3.44,2016,119.07,-477.66,-19.1,2.74,30.19,32.09,-128.74,-5.15,0.74,8.14,2.30%,208,67.2,3660.3-01P,Christopher Diorio,16-Jul,67.2,2016
0,Sensus Healthcare,Healthcare,2010,12.55,8.08,-0.27,0.32,0.01,0,2016,214.91,9058.78,-259.03,5.55,5.87,33.91,1429.31,-40.87,0.88,0.93,2.58%,,11,1076.30-56P,Joseph Sardano,16-Jul,11,2016
0,Corium International,Healthcare,1996,46.3,10.69,-10.38,1.28,1.2,68.12,2014,109.77,-117.25,-13.57,3.04,-42.55,40.5,-43.26,-5.01,1.12,-15.7,2.77%,,48.36,3.9070-oop,Peter Staple,14-Apr,52,2014
0,Palo Alto Networks,Information Technology,2005,219.72,159.38,-5.94,6.52,1.26,0,2012,429.29,2211.27,-470.92,12.73,47.47,39.96,205.85,-43.84,1.19,4.42,2.97%,692,196.86,3561.2-65P,Mark McLaughlin,12-Jul,260.4,2012
0,ServiceNow,Information Technology,2004,128.07,81.45,-2.28,4.25,1.23,0,2011,510.06,1760.34,-948.82,16.91,75.57,49.4,170.49,-91.89,1.64,7.32,3.31%,,162,13297-42P,Frank Slootman,12-Jun,209.7,2012
0,Salesforce Commerce Cloud,Information Technology,2004,56.55,36.84,-6.68,1.96,-0.93,3.98,2011,228.91,-483.24,-67.01,7.92,-209.04,44.97,-94.93,-13.16,1.56,-41.06,3.46%,,88,3.82.22-71P,Thomas Ebling,12-Mar,88,2012
0,Criteo,Business Products and Services (B2B),2005,517.6,182.35,-8.51,17.9,4.52,,2013,95.78,379.02,-201.55,3.31,1056.79,14,55.4,-29.46,0.48,154.46,3.46%,,250.56,.39117-25P,lean-Baptiste Rudelle,13-Oct,250.56,2013
1,Boise Cascade,Materials and Resources,1957,2779.06,375.62,41.5,100.38,63.17,275,2012,8.67,13.78,20.98,0.31,-6.67,2.46,3.91,5.95,0.09,-1.89,3.61%,,230.38,15166-OOP,Thomas Carlile,13-Feb,247.06,2013
0,Carecloud,Healthcare,1999,11.12,6.43,-0.72,0.4,-0.72,3.23,2014,136.43,-75.96,-76.16,4.94,-116.13,50.68,-28.22,-28.29,1.84,-43.14,3.62%,,20.4,84734-83P,Mahmud Haq,14-Jul,20.4,2014
0,SendGrid,Information Technology,2009,103.23,76.26,-5.15,3.81,-5,16.59,2017,171.17,-130.43,-126.68,6.32,22.54,34.41,-26.22,-25.47,1.27,4.53,3.69%,408,131.2,3.83.33-56P,Sameer Dholakia,17-Nov,131.2,2017
0,MacroGenics,Healthcare,2000,51.38,,0.84,,0.84,0,2013,201.03,457.87,457.87,7.48,123.26,38.91,88.63,88.63,1.45,23.86,3.72%,156,74.4,3.6680-68P,Scott Koenig,13-Oct,74.4,2013
0,Applied Optoelectronics,Information Technology,1997,69.19,20.15,-1.6,2.63,-0.39,25.92,2013,47.91,-320.72,-78.53,1.82,17.72,13.68,-91.6,-22.43,0.52,5.06,3.80%,,36,1.3387-33P,Chih-Kai Cheng,13-Sep,36,2013
1,Smart & Final Holdings,Consumer Products and Services (B2C),1870,3327.28,493.39,16.67,132.78,70.94,703.28,2014,6.42,12.02,51.16,0.26,-429.13,1.22,2.28,9.68,0.05,-81.23,3.99%,8800,150.51,65563-93P,David Hirz,14-Sep,161.4,2014
0,NI Holdings,Financial Services,1946,163.75,,4.55,6.62,6.12,,2016,34.77,37.6,50.54,1.4,60.57,15.65,16.92,22.74,0.63,27.26,4.04%,126,103.5,77124-70P,Michael Alexander,17-Mar,103.5,2017
0,Midcoast Energy Partners,Energy,2012,5490.7,322.1,,221.8,81.6,,2013,1.83,4.99,,0.07,,1.5,4.08,,0.06,,4.04%,,333,47904-76P,Mark Maki,13-Nov,333,2013
1,RH,Healthcare,2003,523.66,103.37,4.12,23.22,18.96,0,2010,46.52,56.96,262.05,2.06,390.52,5.17,6.33,29.11,0.23,43.38,4.43%,1802,80,31565-26P,Mary Tolan,10-May,120,2010
0,Audience Inc,Consumer Products and Services (B2C),2000,100.24,51.52,-0.29,4.76,3.81,0.07,2012,69.34,86.62,-1152.78,3.29,53.05,18.84,23.54,-313.26,0.89,14.42,4.74%,,85,36230-23P,Peter Santos,12-May,89.59,2012
0,Envivio,Information Technology,2000,50.65,32.15,0,2.45,0.9,1,2012,97.93,267.77,,474,13.7,2.45,77190,,1.38,3.99,4.84%,,58.5,3.8056-96P,Julien Signes,12-Apr,69.8,2012
1,Ryerson,Business Products and Services (B2B),1842,3468.2,604.4,125.4,170.4,124.1,1254.8,2014,2.07,2.84,2.81,0.1,41.95,0.71,0.98,0.96,0.03,14.4,4.91%,,121,59430-16P,Edward Lehner,14-Aug,121,2014
0,UCP,Consumer Products and Services (B2C),2004,92.68,23.79,0,4.56,4.37,33.26,2013,25.47,26.6,,1.25,23250.3,25.47,26.6,,1.25,23250,4.92%,,116.25,133483-69P,Dustin Bogue,13-Jul,116.25,2013
1,Red Rock Resorts,Business Products and Services (B2B),2010,1926,229.9,30.2,97,72.4,256.04,2016,14.45,19.36,46.4,0.73,237.51,2.84,3.8,9.11,0.14,46.61,5.04%,,275,52319-53P,Timothy Sullivan,17-Jan,275,2017
0,Paylocity,Information Technology,1997,90.54,43.87,-2.92,4.7,-1.07,1.25,2014,177.14,-779.44,-284.53,9.19,-271.7,25.51,-112.24,-40.97,1.32,-39.13,5.19%,,109.19,3.9361-24P,Steven Beauchamp,14-Mar,119.77,2014
0,Greenway Health (Acquired),Healthcare,1998,105.78,57.09,32.52,,3.04,0,2012,50.52,91.63,8.56,2.63,-26.03,12.09,21.94,2.05,0.63,-6.23,5.21%,530,53.89,54229-87P,Wyche Green,12-Feb,66.67,2012
0,Vitae Pharmaceuticals,Healthcare,2001,22.88,,-0.31,1.2,,7.51,2014,115.62,137.71,-443.56,6.07,190.04,45.76,54.5,-175.55,2.4,75.21,5.25%,,51.15,3.6181-oop,Jeffrey Hatfield,14-Sep,55,2014
1,Alterra Mountain,Consumer Products and Services (B2C),1976,522.04,,-304.31,28.66,-28.41,579.28,2014,18.85,-19.01,-1.77,1.03,-44.57,6.54,-6.6,-0.62,0.36,-15.47,5.49%,,37.5,31782-97P,William Jensen,14-Jan,187.5,2014
0,LipoScience,Healthcare,1994,54.8,44.74,0.25,3.06,1.78,20.71,2012,40.89,70.34,508.13,2.28,10.17,14.72,25.32,182.93,0.82,3.66,5.58%,204,45,.38190-34P,Richard Brajer,13-Jan,45,2013
0,YuMe (Media and Information Services (B2B)),Business Products and Services (B2B),2004,132.41,61.36,-3.45,7.42,3.91,0.76,2013,38.6,73.2,-82.89,2.16,-27.37,6.22,11.8,-13.36,0.35,441,5.60%,,46.13,.38063-44p,layant Kadambi,13-Aug,46.13,2013
0,Envestnet,Financial Services,1999,84.26,52.4,1.32,4.73,1.34,12.14,2014,71.85,253.23,-257.07,4.03,314.38,15.86,55.89,-56.73,0.89,69.38,5.61%,,69.75,15858-46P,Anil Arora,14-Oct,75,2014
1,Installed Building Products,Business Products and Services (B2B),1977,431.93,109.69,-0.18,24.54,13.11,50.06,2013,15.2,28.45,-2038.09,0.86,2233.36,3.84,7.19,-514.99,0.22,564.33,5.68%,,94.24,15829-66P,Jeffrey Edwards,14-Feb,94.24,2014
0,RigNet,Information Technology,2000,88.67,48.46,-20.8,5.11,-9.19,33.17,2010,34.13,-18.99,-8.39,1.97,66.85,11.73,-6.53,-2.88,0.68,22.98,5.77%,197,60,17203-15P,Mark Slaughter,10-Dec,60,2010
1,TMS International,Business Products and Services (B2B),1926,2223.92,186,-7.25,128.67,68.28,425.87,2011,3.8,7.15,-67.41,0.22,10.96,1.13,2.13,-20.09,0.07,3.27,5.79%,,111.83,15224-68P,Joseph Curtin,11-Apr,145.6,2011
0,Atlassian,Information Technology,2002,353.42,295.92,8.27,20.82,4.36,0.38,2016,210.52,1005.32,529.63,12.4,47.17,22.19,105.99,55.84,1.31,4.97,5.89%,,462,3.4278-31P,Scott Farquhar,15-Dec,462,2015
1,Thermon,Business Products and Services (B2B),1954,238.81,102.73,-15.21,14.19,-4.06,216.28,2011,24.47,-85.6,-22.83,1.45,,8.46,-29.59,-7.89,0.5,,5.94%,,48,33396-94P,Rodney Bingham,11-May,120,2011
1,Presidio,Information Technology,2003,2799.8,562.3,-4.8,167.4,80.1,1008.1,2017,7.41,15.49,-258.45,0.44,-23.1,1.39,2.91,-48.61,0.08,-4.35,5.98%,,233.33,40379-59P,Bob Cagnazzi,17-Mar,233.33,2017
0,ReachLocal,Business Products and Services (B2B),2003,224.01,100.77,-0.24,13.45,9.54,,2010,26.23,36.99,-1445.89,1.57,-42.71,4.03,5.68,-221.99,0.24,-6.56,6.00%,866,43.11,3.7113-04P,Zorik Gordon,10-May,54.17,2010
0,Intermolecular,Information Technology,2004,52.86,27.93,-16.12,3.24,-3.33,0,2011,130.24,-126.41,-26.14,7.97,33.18,29.83,-28.95,-5.99,1.83,7.6,6.12%,204,96.5,5992.2-28P,Craig Hunter,11-Nov,96.5,2011
1,MRC Global,Business Products and Services (B2B),1921,5223.24,797.75,67.65,320.99,253.29,1611.96,2012,6.64,8.41,31.51,0.41,127.19,1.49,1.88,7.06,0.09,28.48,6.15%,,357.95,31522-51 P,Andrew Lane,12-Apr,477.27,2012
1,Booz Allen Hamilton,Business Products and Services (B2B),1914,5323.06,2597.66,49.17,330.45,243.75,1474.93,2011,6.21,8.41,41.7,0.39,-30.37,0.72,0.98,4.84,0.04,-3.53,6.21%,,238,15939-01 P,Ralph Shrader,10-Nov,238,2010
0,NV5,Business Products and Services (B2B),1947,60.58,31.67,1.29,3.83,2.36,7.39,2012,6.27,10.18,18.56,0.4,-51.28,2.2,3.56,6.5,0.14,-17.95,6.31%,,8.4,6269149p,Dickerson Wright,13-Mar,8.4,2013
0,Airgain,Information Technology,1995,34.37,14.84,-1.04,2.18,1.52,4.12,2016,26.5,38.03,-55.62,1.68,41.23,5.49,7.88,-11.53,0.35,8.55,6.36%,33,12,16595-83P,Charles Myers,16-Aug,12,2016
